CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,LOCATION,ON_STREET_NAME,CROSS_STREET_NAME,OFF_STREET_NAME,INJURED_PERSONS,KILLED_PERSONS,INJURED_PEDESTRIANS,KILLED_PEDESTRIANS,INJURED_CYCLISTS,KILLED_CYCLISTS,INJURED_MOTORISTS,KILLED_MOTORISTS,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,CONTRIBUTING_FACTOR_VEHICLE_3,CONTRIBUTING_FACTOR_VEHICLE_4,CONTRIBUTING_FACTOR_VEHICLE_5,COLLISION_ID,VEHICLE_TYPE_1,VEHICLE_TYPE_2,VEHICLE_TYPE_3,VEHICLE_TYPE_4,VEHICLE_TYPE_5
08/16/2016,17:00,BROOKLYN,11226,40.655106,-73.955246,POINT (-73.955246 40.655106),,,130       CLARKSON AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3506093,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08/15/2016,16:00,BROOKLYN,11236,40.67591,-73.86673,POINT (-73.86673 40.67591),,,2115      ROCKAWAY PARKWAY              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3501145,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
08/18/2016,9:10,BROOKLYN,11214,40.608128,-73.98738,POINT (-73.98738 40.608128),STILLWELL AVENUE                ,BAY PARKWAY,,5,0,0,0,0,0,5,0,Following Too Closely,Unspecified,Unspecified,,,3502402,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-12-16,1:56,MANHATTAN,10026,40.80322,-73.95253,POINT (-73.95253 40.80322),WEST 116 STREET                 ,7 AVENUE,,1,0,1,0,0,0,0,0,View Obstructed/Limited,,,,,3498543,PASSENGER VEHICLE,TAXI,,,
08-03-16,11:20,MANHATTAN,10001,40.74915,-73.98828,POINT (-73.98828 40.74915),WEST 33 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3494869,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,
08-11-16,11:26,BROOKLYN,11218,40.646378,-73.97085,POINT (-73.97085 40.646378),CONEY ISLAND AVENUE             ,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3500239,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08-09-16,19:45,,,40.622086,-74.02865,POINT (-74.02865 40.622086),4 AVENUE                        ,87 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497309,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/15/2016,10:35,,,40.63073,-74.01734,POINT (-74.01734 40.63073),7 AVENUE                        ,OVINGTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3501069,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-10-16,9:00,,,40.858402,-73.84324,POINT (-73.84324 40.858402),EASTCHESTER ROAD                ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497210,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/15/2016,1:40,MANHATTAN,10001,40.746616,-73.99382,POINT (-73.99382 40.746616),7 AVENUE                        ,WEST 27 STREET,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,3500790,PASSENGER VEHICLE,TAXI,,,
08-08-16,22:10,QUEENS,11385,40.712944,-73.9067,POINT (-73.9067 40.712944),,,56-31     METROPOLITAN AVENUE           ,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Other Vehicular,,,,3496692,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08/19/2016,16:40,,,40.677174,-73.924774,POINT (-73.924774 40.677174),ATLANTIC AVENUE                 ,,,1,0,0,0,0,0,1,0,Following Too Closely,Driver Inattention/Distraction,,,,3520152,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
03-06-20,8:15,,,,,,VERRAZANO BRIDGE LOWER          ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4306464,Sedan,Sedan,,,
07/29/2016,9:30,,,40.67151,-73.76455,POINT (-73.76455 40.67151),FARMERS BOULEVARD               ,140 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3490809,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
07/30/2016,1:50,BROOKLYN,11234,,,,EAST 73 STREET                  ,AVENUE K,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3493457,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
07/30/2016,19:20,,,40.85694,-73.85614,POINT (-73.85614 40.85694),PELHAM PARKWAY NORTH            ,WILLIAMSBRIDGE ROAD,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3491858,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-11-16,12:32,,,,,,ADAMS STREET                    ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3498814,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-11-16,0:45,,,40.70313,-73.816795,POINT (-73.816795 40.70313),VAN WYCK EXPWY                  ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,3498216,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/17/2016,12:00,MANHATTAN,10019,,,,WEST 58 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3502844,PASSENGER VEHICLE,AMBULANCE,TAXI,,
08-01-16,22:00,,,40.66408,-73.94817,POINT (-73.94817 40.66408),EMPIRE BOULEVARD                ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3493521,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
08-11-16,12:00,MANHATTAN,10018,40.754795,-73.9899,POINT (-73.9899 40.754795),,,257       WEST 39 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3499427,OTHER,OTHER,,,
08/13/2016,21:50,BROOKLYN,11201,40.69394,-73.999504,POINT (-73.999504 40.69394),,,12        JORALEMON STREET              ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3499600,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,
08-06-16,0:00,,,,,,,,HAMILTON AVENUE                         ,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3495756,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-04-16,8:40,BROOKLYN,11205,40.696175,-73.971825,POINT (-73.971825 40.696175),,,187       PARK AVENUE                   ,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3494247,MOTORCYCLE,PASSENGER VEHICLE,MOTORCYCLE,PASSENGER VEHICLE,
08/14/2016,19:50,BROOKLYN,11203,40.653862,-73.9296,POINT (-73.9296 40.653862),LINDEN BOULEVARD                ,EAST 51 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3501052,BICYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,
08-07-16,14:53,,,,,,THROGS NECK BRIDGE              ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3496843,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-11-16,8:32,BRONX,10473,40.822433,-73.85514,POINT (-73.85514 40.822433),LAFAYETTE AVENUE                ,PUGSLEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3500864,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-03-16,19:30,,,,,,GRANT CIRCLE                    ,CROSS BRONX EXPRESSWAY,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3494010,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,TAXI,
08-01-16,7:30,,,40.642284,-73.91689,POINT (-73.91689 40.642284),EAST 83 STREET                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3493493,SMALL COM VEH(4 TIRES) ,SMALL COM VEH(4 TIRES) ,,,
08/16/2016,11:07,,,40.794235,-73.962814,POINT (-73.962814 40.794235),WEST 100 STREET                 ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3504326,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08-06-16,19:30,QUEENS,11694,40.58067,-73.837715,POINT (-73.837715 40.58067),,,265       BEACH 116 STREET              ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3500468,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,UNKNOWN,
08-08-16,10:00,BRONX,10462,40.841938,-73.85797,POINT (-73.85797 40.841938),,,2138      EAST TREMONT AVENUE           ,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3497980,PASSENGER VEHICLE,OTHER,SPORT UTILITY / STATION WAGON,,
08/19/2016,0:00,,,40.8157,-73.96369,POINT (-73.96369 40.8157),HENRY HUDSON PARKWAY            ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3504360,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON
08/18/2016,8:00,QUEENS,11373,40.733536,-73.87035,POINT (-73.87035 40.733536),QUEENS BOULEVARD                ,WOODHAVEN BOULEVARD,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3503363,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),SPORT UTILITY / STATION WAGON,,
08-12-16,18:30,,,40.66632,-73.83481,POINT (-73.83481 40.66632),BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3499282,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/31/2016,11:20,QUEENS,11356,40.78167,-73.83076,POINT (-73.83076 40.78167),,,137-05    20 AVENUE                     ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3492467,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/19/2016,10:30,,,40.75081,-73.94054,POINT (-73.94054 40.75081),QUEENSBORO BRIDGE               ,CRESCENT STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3505633,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/17/2018,16:00,,,,,,JUNCTION BOULEVARD              ,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3944073,Sedan,Sedan,,,
07/28/2016,8:30,BROOKLYN,11203,40.657402,-73.94564,POINT (-73.94564 40.657402),,,443       WINTHROP STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3492136,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,
08-12-16,8:00,BRONX,10470,40.8981,-73.869,POINT (-73.869 40.8981),,,251       EAST 236 STREET               ,0,0,0,0,0,0,0,0,Animals Action,Unspecified,Unspecified,,,3498645,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
07/31/2016,1:08,BRONX,10469,40.87443,-73.852165,POINT (-73.852165 40.87443),BOSTON ROAD                     ,PEARSALL AVENUE,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,3492786,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,PASSENGER VEHICLE,
08-05-16,12:30,QUEENS,11354,40.77452,-73.81753,POINT (-73.81753 40.77452),149 STREET                      ,26 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3533045,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
08-03-16,8:30,,,,,,168 STREET                      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Backing Unsafely,,,,3494410,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/29/2016,14:00,,,40.763885,-73.84002,POINT (-73.84002 40.763885),VAN WYCK EXPWY                  ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3492498,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08-04-16,19:00,QUEENS,11414,40.66605,-73.85222,POINT (-73.85222 40.66605),82 STREET                       ,153 AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3496050,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08-04-16,11:30,,,40.741024,-73.97862,POINT (-73.97862 40.741024),2 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Other Vehicular,,,,3494501,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/19/2016,23:40,BROOKLYN,11234,40.608944,-73.92548,POINT (-73.92548 40.608944),,,2169      KIMBALL STREET                ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3505353,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
07/28/2016,23:55,BRONX,10466,40.88565,-73.85628,POINT (-73.85628 40.88565),,,863       EAST 224 STREET               ,1,0,1,0,0,0,0,0,,,,,,3492764,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08-04-16,16:00,,,40.789204,-73.78038,POINT (-73.78038 40.789204),CROSS ISLAND PARKWAY            ,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,3532547,PICK-UP TRUCK,PASSENGER VEHICLE,,,
08-11-16,9:50,,,40.77496,-73.9589,POINT (-73.9589 40.77496),LEXINGTON AVENUE                ,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,3499097,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,
08-01-16,17:00,,,40.62036,-74.03233,POINT (-74.03233 40.62036),3 AVENUE                        ,91 STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,3493490,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-09-16,16:00,BRONX,10456,40.830845,-73.90714,POINT (-73.90714 40.830845),,,1204      WASHINGTON AVENUE             ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3728396,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08-09-16,14:15,BROOKLYN,11238,40.68035,-73.9648,POINT (-73.9648 40.68035),PACIFIC STREET                  ,UNDERHILL AVENUE,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,3497405,PASSENGER VEHICLE,TAXI,,,
08-03-16,10:00,BROOKLYN,11231,40.67641,-74.00104,POINT (-74.00104 40.67641),CLINTON STREET                  ,HAMILTON AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3494190,Dump,Dump,,,
08-12-16,16:20,,,40.581604,-73.83077,POINT (-73.83077 40.581604),ROCKAWAY BEACH BOULEVARD        ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3499252,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-09-16,17:41,,,40.630337,-73.99342,POINT (-73.99342 40.630337),55 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3497264,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/31/2016,16:47,BRONX,10466,40.897625,-73.85625,POINT (-73.85625 40.897625),EAST 237 STREET                 ,RICHARDSON AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3491845,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08-05-16,19:00,,,40.827595,-73.85004,POINT (-73.85004 40.827595),BRUCKNER BOULEVARD              ,CASTLE HILL AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3497151,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/29/2016,18:20,QUEENS,11415,40.707394,-73.83296,POINT (-73.83296 40.707394),,,83-32     ABINGDON ROAD                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3492341,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
07/29/2016,11:52,,,40.82498,-73.89132,POINT (-73.89132 40.82498),WESTCHESTER AVENUE              ,EAST 165 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3490610,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08-06-16,19:40,BRONX,10466,40.887096,-73.86087,POINT (-73.86087 40.887096),EAST 224 STREET                 ,WHITE PLAINS ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3494997,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08-03-16,10:50,BROOKLYN,11218,40.648117,-73.97135,POINT (-73.97135 40.648117),,,397       CONEY ISLAND AVENUE           ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3494151,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
08-02-16,23:15,,,40.65318,-74.00561,POINT (-74.00561 40.65318),38 STREET                       ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3493524,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/13/2016,14:00,BROOKLYN,11208,40.675507,-73.87113,POINT (-73.87113 40.675507),,,2740      PITKIN AVENUE                 ,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3500353,BICYCLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,BICYCLE,
07/29/2016,11:00,,,40.736496,-73.909225,POINT (-73.909225 40.736496),LAUREL HILL BOULEVARD           ,58 STREET,,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing Too Closely,,,,3491297,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,
08-05-16,16:00,,,40.682358,-73.76714,POINT (-73.76714 40.682358),MERRICK BOULEVARD               ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3497667,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
08/15/2016,9:50,MANHATTAN,10032,40.84103,-73.94463,POINT (-73.94463 40.84103),WEST 165 STREET                 ,RIVERSIDE DRIVE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3501584,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
08/17/2016,7:00,,,40.77447,-73.9924,POINT (-73.9924 40.77447),HENRY HUDSON PARKWAY            ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3501527,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
08-03-16,3:00,MANHATTAN,10001,40.75045,-73.9873,POINT (-73.9873 40.75045),WEST 35 STREET                  ,AVENUE OF THE AMERICAS,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3494874,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,TAXI,TAXI,
08-09-16,14:15,BROOKLYN,11204,40.61199,-73.98336,POINT (-73.98336 40.61199),BAY PARKWAY                     ,WEST 9 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3499521,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/18/2016,15:15,,,40.838417,-73.87707,POINT (-73.87707 40.838417),EAST 177 STREET                 ,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Following Too Closely,,,,3503917,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08/14/2016,22:05,MANHATTAN,10075,40.772655,-73.95556,POINT (-73.95556 40.772655),EAST 78 STREET                  ,2 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3500824,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/28/2016,22:07,,,40.849804,-73.92033,POINT (-73.92033 40.849804),,,POPHAM AVENUE                           ,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3490043,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
08-06-16,13:15,MANHATTAN,10028,40.778946,-73.96231,POINT (-73.96231 40.778946),EAST 82 STREET                  ,5 AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3495383,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,TAXI,
07/27/2016,12:30,BROOKLYN,11217,40.685078,-73.980064,POINT (-73.980064 40.685078),,,525       ATLANTIC AVENUE               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3489650,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,,,
08-03-16,10:57,MANHATTAN,10005,40.70523,-74.00476,POINT (-74.00476 40.70523),MAIDEN LANE                     ,SOUTH STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3493841,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,TAXI,
08-12-16,10:00,,,40.825775,-73.90682,POINT (-73.90682 40.825775),,,563       EAST 165 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3499128,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
08/13/2016,11:15,BRONX,10461,40.853443,-73.856094,POINT (-73.856094 40.853443),NEILL AVENUE                    ,HAIGHT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3500166,PASSENGER VEHICLE,OTHER,PASSENGER VEHICLE,,
08/15/2016,2:30,BROOKLYN,11220,40.634743,-74.00676,POINT (-74.00676 40.634743),59 STREET                       ,9 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3500268,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08-10-16,12:30,QUEENS,11101,40.73695,-73.93131,POINT (-73.93131 40.73695),LONG ISLAND EXPRESSWAY          ,GREENPOINT AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3502647,PASSENGER VEHICLE,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,
08-02-16,19:50,BROOKLYN,11235,40.58117,-73.95989,POINT (-73.95989 40.58117),CONEY ISLAND AVENUE             ,BRIGHTON 10 PATH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3493450,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
08/15/2016,11:30,,,40.770256,-73.91586,POINT (-73.91586 40.770256),33 STREET                       ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3502081,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/29/2016,15:45,BROOKLYN,11235,40.5916,-73.960686,POINT (-73.960686 40.5916),CONEY ISLAND AVENUE             ,AVENUE X,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3491898,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
08/16/2016,14:00,BROOKLYN,11206,40.707226,-73.943184,POINT (-73.943184 40.707226),,,166       GRAHAM AVENUE                 ,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,3501912,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/19/2016,17:00,BRONX,10451,40.819057,-73.92923,POINT (-73.92923 40.819057),EAST 149 STREET                 ,GERARD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Following Too Closely,,,,3504431,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
07/17/2018,17:06,,,40.68983,-73.97863,POINT (-73.97863 40.68983),ASHLAND PLACE                   ,,,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,3945361,Box Truck,Sedan,,,
08/18/2016,7:54,MANHATTAN,10035,40.79859,-73.933525,POINT (-73.933525 40.79859),1 AVENUE                        ,EAST 120 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3502273,BICYCLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,
08-08-16,10:30,STATEN ISLAND,10309,,,,,,3010      VETERANS ROAD WEST            ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3496987,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
08-07-16,21:00,,,,,,107 AVENUE                      ,178 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3495984,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SCOOTER,SPORT UTILITY / STATION WAGON
08/18/2016,15:00,BROOKLYN,11211,40.71407,-73.954346,POINT (-73.954346 40.71407),MARCY AVENUE                    ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Turning Improperly,,,,3503257,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES) ,PASSENGER VEHICLE,,
08-04-16,20:00,,,40.640594,-73.7434,POINT (-73.7434 40.640594),BROOKVILLE BOULEVARD            ,ROCKAWAY BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3532580,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
08/15/2016,11:12,,,40.73555,-73.894226,POINT (-73.894226 40.73555),,,70 STREET                               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3501288,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,TAXI,
